Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text
good,5,2026-07-31 12:02:07 UTC,0,play_store,good,good
very good service and very goid quality,5,2026-07-31 12:02:04 UTC,0,play_store,very good service and very goid quality,good service goid quality
Good Wark,4,2026-07-31 12:01:51 UTC,0,play_store,Good Wark,good wark
CHAKKI AATA MANGWAYA KALL HI..AESA HAI JAISE SHISHA PISA GAYA HO KOI COUSTOMER SUPPORT NHI HAI...NA KAHI SE BADLNE KA OPTION AA RAHA HAI...MERE PAISE BARBAD HO GAYE.BINA BAAT.....,1,2026-07-31 12:00:48 UTC,0,play_store,CHAKKI AATA MANGWAYA KALL HI..AESA HAI JAISE SHISHA PISA GAYA HO KOI COUSTOMER SUPPORT NHI HAI...NA KAHI SE BADLNE KA OPTION AA RAHA HAI...MERE PAISE BARBAD HO GAYE.BINA BAAT.....,chakki aata mangwaya kall hiaesa hai jaise shisha pisa gaya ho koi coustomer support nhi haina kahi se badlne ka option aa raha haimere paise barbad ho gayebina baat
v good,5,2026-07-31 12:00:46 UTC,0,play_store,v good,v good
very good 👍 refund,5,2026-07-31 12:00:19 UTC,0,play_store,very good 👍 refund,good refund
ok,5,2026-07-31 11:59:43 UTC,0,play_store,ok,ok
Nice,5,2026-07-31 11:58:05 UTC,0,play_store,Nice,nice
good app,5,2026-07-31 11:57:38 UTC,0,play_store,good app,good app
good and affordable,5,2026-07-31 11:55:27 UTC,0,play_store,good and affordable,good affordable
delivery partner's location isn't showing in this application,1,2026-07-31 11:55:22 UTC,0,play_store,delivery partner's location isn't showing in this application,delivery partner location isnt showing application
very good service,5,2026-07-31 11:54:33 UTC,0,play_store,very good service,good service
gud to use,5,2026-07-31 11:54:13 UTC,0,play_store,gud to use,gud use
"very good service, fast delivery every time",5,2026-07-31 11:52:42 UTC,0,play_store,"very good service, fast delivery every time",good service fast delivery every time
very good,5,2026-07-31 11:52:30 UTC,0,play_store,very good,good
good delivery app,4,2026-07-31 11:52:24 UTC,0,play_store,good delivery app,good delivery app
good onee,4,2026-07-31 11:50:23 UTC,0,play_store,good onee,good onee
The Dilivery Is on time I like it 👍,4,2026-07-31 11:46:22 UTC,0,play_store,The Dilivery Is on time I like it 👍,dilivery time like
best on best 10/10,5,2026-07-31 11:44:44 UTC,0,play_store,best on best 10/10,best best 1010
Minimum Order too Hight ₹149/-,1,2026-07-31 11:41:42 UTC,0,play_store,Minimum Order too Hight ₹149/-,minimum order hight
very very poor packing items was dirty In three items also they don't gave hand bag.,1,2026-07-31 11:38:30 UTC,1,play_store,very very poor packing items was dirty In three items also they don't gave hand bag.,poor pack item dirty three item also dont give hand bag
best delivery aap,5,2026-07-31 11:37:56 UTC,0,play_store,best delivery aap,best delivery aap
very nice,5,2026-07-31 11:35:48 UTC,1,play_store,very nice,nice
fast service i love it,5,2026-07-31 11:33:41 UTC,0,play_store,fast service i love it,fast service love
gode,1,2026-07-31 11:32:25 UTC,0,play_store,gode,gode
100 ki shopping pe hi free delivery laga do yaar,2,2026-07-31 11:31:58 UTC,0,play_store,100 ki shopping pe hi free delivery laga do yaar,100 ki shopping pe hi free delivery laga yaar
nic,5,2026-07-31 11:30:19 UTC,0,play_store,nic,nic
best,5,2026-07-31 11:29:56 UTC,0,play_store,best,best
blinkit application are totally froud and fake kuch ordar kro assistant bhi batmeez hai miss prachi do not buy any product blinkit price kuch dikhate hai milta kuch or hai support se contact kro to koi help nhi policy bhi hai 7 day's Replacement but do not follow the policy,1,2026-07-31 11:28:15 UTC,0,play_store,blinkit application are totally froud and fake kuch ordar kro assistant bhi batmeez hai miss prachi do not buy any product blinkit price kuch dikhate hai milta kuch or hai support se contact kro to koi help nhi policy bhi hai 7 day's Replacement but do not follow the policy,blinkit application totally froud fake kuch ordar kro assistant bhi batmeez hai miss prachi buy product blinkit price kuch dikhate hai milta kuch hai support se contact kro koi help nhi policy bhi hai 7 day replacement follow policy
soooper staaaar services. kudos,5,2026-07-31 11:24:17 UTC,1,play_store,soooper staaaar services. kudos,soooper staaaar service kudos
Great 👍🏻,5,2026-07-31 11:22:54 UTC,0,play_store,Great 👍🏻,great
best best best I don't have words ❤️,5,2026-07-31 11:22:19 UTC,0,play_store,best best best I don't have words ❤️,best best best dont word
Missing order but support team is too busy even to have a conversation. either support hours are closed or support executives are too busy to handle all requests.,1,2026-07-31 11:18:33 UTC,0,play_store,Missing order but support team is too busy even to have a conversation. either support hours are closed or support executives are too busy to handle all requests.,miss order support team busy even conversation either support hour close support executive busy handle request
good appp for lazy person like mee 🤣🤣,5,2026-07-31 11:17:07 UTC,0,play_store,good appp for lazy person like mee 🤣🤣,good appp lazy person like mee
Good quick service,5,2026-07-31 11:17:01 UTC,0,play_store,Good quick service,good quick service
"same market price, expecting some discount from market price",5,2026-07-31 11:16:13 UTC,0,play_store,"same market price, expecting some discount from market price",market price expect discount market price
this is best aap,5,2026-07-31 11:15:04 UTC,0,play_store,this is best aap,best aap
1st delivery 👍,5,2026-07-31 11:12:23 UTC,0,play_store,1st delivery 👍,1st delivery
"I didn't thought that this popular app would turn out to be a total disappointment I had ordered few items one of them was this cake ice cream , I opened it and saw it was half eaten and when I called to ask for a refund they refused saying it wasn't their fault and blah blah blah....really blinkit!? I had no issues with it what so ever until this happened sorry (not sorry) but I am uninstalling this app",2,2026-07-31 11:08:56 UTC,0,play_store,"I didn't thought that this popular app would turn out to be a total disappointment I had ordered few items one of them was this cake ice cream , I opened it and saw it was half eaten and when I called to ask for a refund they refused saying it wasn't their fault and blah blah blah....really blinkit!? I had no issues with it what so ever until this happened sorry (not sorry) but I am uninstalling this app",didnt think popular app would turn total disappointment order item one cake ice cream open saw half eat call ask refund refuse say wasnt fault blah blah blahreally blinkit issue ever happen sorry sorry uninstalling app
price is high a little bit,4,2026-07-31 11:06:33 UTC,1,play_store,price is high a little bit,price high little bit
good and fast,5,2026-07-31 11:06:12 UTC,0,play_store,good and fast,good fast
nice aap,5,2026-07-31 11:05:50 UTC,0,play_store,nice aap,nice aap
Thanks to all the delivery partners who travel everyday and bring us our products.,5,2026-07-31 11:04:30 UTC,0,play_store,Thanks to all the delivery partners who travel everyday and bring us our products.,thanks delivery partner travel everyday bring u product
i like it,5,2026-07-31 11:03:46 UTC,0,play_store,i like it,like
fast service,5,2026-07-31 11:01:12 UTC,0,play_store,fast service,fast service
very poor. we can not cancel the order after placing once.,1,2026-07-31 11:01:06 UTC,0,play_store,very poor. we can not cancel the order after placing once.,poor cancel order placing
Charges are high as compared to zepto,2,2026-07-31 11:00:29 UTC,0,play_store,Charges are high as compared to zepto,charge high compare zepto
So helful for me toh getting various items from market🥰🥰,5,2026-07-31 10:58:35 UTC,0,play_store,So helful for me toh getting various items from market🥰🥰,helful toh get various item market
fabulous treatment,5,2026-07-31 10:57:52 UTC,0,play_store,fabulous treatment,fabulous treatment
amazing app i like it,5,2026-07-31 10:55:23 UTC,1,play_store,amazing app i like it,amaze app like
500 above delivery free,4,2026-07-31 10:53:40 UTC,0,play_store,500 above delivery free,500 delivery free
delivery so fast,5,2026-07-31 10:53:21 UTC,0,play_store,delivery so fast,delivery fast
niche,5,2026-07-31 10:53:11 UTC,0,play_store,niche,niche
super,5,2026-07-31 10:53:04 UTC,0,play_store,super,super
very good Blinkit,5,2026-07-31 10:52:23 UTC,0,play_store,very good Blinkit,good blinkit
best h fast delivery aati h,5,2026-07-31 10:51:17 UTC,0,play_store,best h fast delivery aati h,best h fast delivery aati h
Use this app,5,2026-07-31 10:48:49 UTC,0,play_store,Use this app,use app
Absolute Gem! Saves your day although delivery charges are a bit pricier.,5,2026-07-31 10:44:52 UTC,0,play_store,Absolute Gem! Saves your day although delivery charges are a bit pricier.,absolute gem save day although delivery charge bite pricy
useful,5,2026-07-31 10:43:26 UTC,0,play_store,useful,useful
bahut Piyara,5,2026-07-31 10:42:26 UTC,0,play_store,bahut Piyara,bahut piyara
Very Poor service. Maximum days service not available cheating. pls notice the customer service,1,2026-07-31 10:41:25 UTC,0,play_store,Very Poor service. Maximum days service not available cheating. pls notice the customer service,poor service maximum day service available cheat pls notice customer service
Prices are higher than other platforms and charging extra for various reasons.,1,2026-07-31 10:40:40 UTC,0,play_store,Prices are higher than other platforms and charging extra for various reasons.,price high platform charge extra various reason
good and fastest delivery,5,2026-07-31 10:40:00 UTC,0,play_store,good and fastest delivery,good fast delivery
way too much time to address location 😕,1,2026-07-31 10:38:29 UTC,0,play_store,way too much time to address location 😕,way much time address location
some time it's give product expiry,4,2026-07-31 10:38:20 UTC,0,play_store,some time it's give product expiry,time give product expiry
IT IS VERY HIGH LEVEL APP 👌,5,2026-07-31 10:35:19 UTC,0,play_store,IT IS VERY HIGH LEVEL APP 👌,high level app
"Twice, blinkit has not sent the printouts i had ordered.",1,2026-07-31 10:32:42 UTC,0,play_store,"Twice, blinkit has not sent the printouts i had ordered.",twice blinkit send printout order
Good service,5,2026-07-31 10:32:37 UTC,0,play_store,Good service,good service
very good survice,5,2026-07-31 10:32:35 UTC,0,play_store,very good survice,good survice
too much good i can't explain,5,2026-07-31 10:18:16 UTC,0,play_store,too much good i can't explain,much good cant explain
fast service good app,5,2026-07-31 10:18:10 UTC,0,play_store,fast service good app,fast service good app
not free delivery option,1,2026-07-31 10:18:01 UTC,0,play_store,not free delivery option,free delivery option
every time asking for change never bring some changes,4,2026-07-31 10:15:24 UTC,0,play_store,every time asking for change never bring some changes,every time ask change never bring change
not so good,2,2026-07-31 10:15:16 UTC,0,play_store,not so good,good
blinkit is very fast app and very convenient,4,2026-07-31 10:14:43 UTC,0,play_store,blinkit is very fast app and very convenient,blinkit fast app convenient
hooo,5,2026-07-31 10:14:18 UTC,0,play_store,hooo,hooo
best for fastly delivery,5,2026-07-31 10:12:21 UTC,0,play_store,best for fastly delivery,best fastly delivery
not good because delevery charge more,5,2026-07-31 10:11:40 UTC,0,play_store,not good because delevery charge more,good delevery charge
awesome,5,2026-07-31 10:11:29 UTC,0,play_store,awesome,awesome
Cool,5,2026-07-31 10:10:01 UTC,0,play_store,Cool,cool
it's good,5,2026-07-31 10:08:28 UTC,0,play_store,it's good,good
superb app 👌,5,2026-07-31 10:07:58 UTC,0,play_store,superb app 👌,superb app
gud,5,2026-07-31 10:06:14 UTC,0,play_store,gud,gud
delivery partner not pick up my phone,1,2026-07-31 10:06:02 UTC,0,play_store,delivery partner not pick up my phone,delivery partner pick phone
I love Blinkit,5,2026-07-31 10:05:17 UTC,0,play_store,I love Blinkit,love blinkit
nice app user friendly quick service,5,2026-07-31 10:04:46 UTC,0,play_store,nice app user friendly quick service,nice app user friendly quick service
best app,5,2026-07-31 10:04:42 UTC,0,play_store,best app,best app
very fast Wow,5,2026-07-31 09:59:52 UTC,0,play_store,very fast Wow,fast wow
best app for delivery service,5,2026-07-31 09:58:24 UTC,0,play_store,best app for delivery service,best app delivery service
very convenient. ❣️❣️,5,2026-07-31 09:58:01 UTC,0,play_store,very convenient. ❣️❣️,convenient
"Fast delivery, reliable service, and very useful during emergencies. Blinkit has made getting essential items quick and convenient.",5,2026-07-31 09:57:16 UTC,0,play_store,"Fast delivery, reliable service, and very useful during emergencies. Blinkit has made getting essential items quick and convenient.",fast delivery reliable service useful emergency blinkit make get essential item quick convenient
very good option,5,2026-07-31 09:55:52 UTC,0,play_store,very good option,good option
ok it's good,5,2026-07-31 09:55:33 UTC,0,play_store,ok it's good,ok good
worst app totally fraud amount debited order not placed and refund also not issued,1,2026-07-31 09:52:07 UTC,0,play_store,worst app totally fraud amount debited order not placed and refund also not issued,bad app totally fraud amount debit order place refund also issue
I ordered fish in this app after eating our health became very bad condition we got fever the company say the return policy expires we can't help and we can't refund money back it was not in chilled condition please don't use this app it's scam the support executives also not responding,1,2026-07-31 09:51:02 UTC,0,play_store,I ordered fish in this app after eating our health became very bad condition we got fever the company say the return policy expires we can't help and we can't refund money back it was not in chilled condition please don't use this app it's scam the support executives also not responding,ordered fish app eat health become bad condition get fever company say return policy expire cant help cant refund money back chill condition please dont use app scam support executive also respond
vere good 👍,5,2026-07-31 09:50:56 UTC,0,play_store,vere good 👍,vere good
"it was the best app for urgent delivery and stuff but now it doesn't have COD available and as a non online payment user, this is so not it. it keeps showing ""This payment method is not available for the moment"" and that moment has been going on since the last 3 months (╯°□°）╯",1,2026-07-31 09:49:16 UTC,0,play_store,"it was the best app for urgent delivery and stuff but now it doesn't have COD available and as a non online payment user, this is so not it. it keeps showing ""This payment method is not available for the moment"" and that moment has been going on since the last 3 months (╯°□°）╯",best app urgent delivery stuff doesnt cod available non online payment user keep show payment method available moment moment go since last 3 month
really good blinkit 🙂,4,2026-07-31 09:48:38 UTC,0,play_store,really good blinkit 🙂,really good blinkit
fake time of arrival is shown in customers display display time and actual time is difference. may I know how many seconds are there in one minute as standard time and display time having lots of difference.,1,2026-07-31 09:48:23 UTC,0,play_store,fake time of arrival is shown in customers display display time and actual time is difference. may I know how many seconds are there in one minute as standard time and display time having lots of difference.,fake time arrival show customer display display time actual time difference may know many second one minute standard time display time lot difference
"disgusting, support executive,",1,2026-07-31 09:47:15 UTC,0,play_store,"disgusting, support executive,",disgust support executive
boo yeah,5,2026-07-31 09:46:08 UTC,0,play_store,boo yeah,boo yeah
nice app 👍,5,2026-07-31 09:43:20 UTC,0,play_store,nice app 👍,nice app
"very helpful app in emergency , fast and good service 😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃✨✨✨✨",5,2026-07-31 09:38:59 UTC,0,play_store,"very helpful app in emergency , fast and good service 😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃✨✨✨✨",helpful app emergency fast good service
best quality products delivers in 10 minutes,5,2026-07-31 09:38:33 UTC,0,play_store,best quality products delivers in 10 minutes,best quality product deliver 10 minute
thank u,5,2026-07-31 09:36:09 UTC,0,play_store,thank u,thank u
blinking is very fast service,3,2026-07-31 09:33:58 UTC,0,play_store,blinking is very fast service,blink fast service
please alwayss make cash on delivery 😅😅,5,2026-07-31 09:30:49 UTC,0,play_store,please alwayss make cash on delivery 😅😅,please alwayss make cash delivery
delay in delivery and show us that unable to fetch delivery boys location 🤬🤬🤬,1,2026-07-31 09:30:08 UTC,0,play_store,delay in delivery and show us that unable to fetch delivery boys location 🤬🤬🤬,delay delivery show u unable fetch delivery boys location
great I mean it literally saved me from a huge event in my home we needed emergency first aid and thanks a lot you guys and the team 🤍,5,2026-07-31 09:29:42 UTC,0,play_store,great I mean it literally saved me from a huge event in my home we needed emergency first aid and thanks a lot you guys and the team 🤍,great mean literally save huge event home need emergency first aid thanks lot guy team
Very much helpful for getting household items. Especially for elderly peoples. Thankyou Blinkit.,5,2026-07-31 09:27:26 UTC,0,play_store,Very much helpful for getting household items. Especially for elderly peoples. Thankyou Blinkit.,much helpful get household item especially elderly people thankyou blinkit
very nice service,5,2026-07-31 09:27:17 UTC,0,play_store,very nice service,nice service
bad platform,1,2026-07-31 09:25:41 UTC,0,play_store,bad platform,bad platform
well app,5,2026-07-31 09:24:42 UTC,0,play_store,well app,well app
best app for home grocery,5,2026-07-31 09:23:57 UTC,0,play_store,best app for home grocery,best app home grocery
The work of the delivery persons is great and I really appreciate their efforts. Thanks blinkit for this much help🙂,5,2026-07-31 09:23:44 UTC,0,play_store,The work of the delivery persons is great and I really appreciate their efforts. Thanks blinkit for this much help🙂,work delivery person great really appreciate effort thanks blinkit much help
good in emargency,5,2026-07-31 09:22:49 UTC,0,play_store,good in emargency,good emargency
Cool drink is not chilled while getting,1,2026-07-31 09:21:31 UTC,0,play_store,Cool drink is not chilled while getting,cool drink chill get
bahut sunder,5,2026-07-31 09:20:54 UTC,0,play_store,bahut sunder,bahut sunder
the delivery charges are so much 🙄,3,2026-07-31 09:19:00 UTC,0,play_store,the delivery charges are so much 🙄,delivery charge much
i love this app ✨,5,2026-07-31 09:18:33 UTC,0,play_store,i love this app ✨,love app
Good app.. Very fast delivery...,5,2026-07-31 09:16:10 UTC,0,play_store,Good app.. Very fast delivery...,good app fast delivery
excellent work,5,2026-07-31 09:14:38 UTC,0,play_store,excellent work,excellent work
perfect app 💯 can order the items easily and is affordable too .,5,2026-07-31 09:14:11 UTC,0,play_store,perfect app 💯 can order the items easily and is affordable too .,perfect app order item easily affordable
best hai,5,2026-07-31 09:09:43 UTC,0,play_store,best hai,best hai
"I ordered two items a long time ago, but the delivery person handed over only one item while charging me the price for both.No money was refunded even after I informed them about the matter.Perhaps they(#blinkit) thought of it as a minor incident.",1,2026-07-31 09:07:52 UTC,0,play_store,"I ordered two items a long time ago, but the delivery person handed over only one item while charging me the price for both.No money was refunded even after I informed them about the matter.Perhaps they(#blinkit) thought of it as a minor incident.",order two item long time ago delivery person hand one item charge price bothno money refund even inform matterperhaps theyblinkit think minor incident
communication skills poor,4,2026-07-31 09:04:06 UTC,0,play_store,communication skills poor,communication skill poor
very poor system. not update location in app properly.. I am so survive lot of my valuable time for just add my location in app. also delivary man are very ugly behave ....,1,2026-07-31 09:02:13 UTC,0,play_store,very poor system. not update location in app properly.. I am so survive lot of my valuable time for just add my location in app. also delivary man are very ugly behave ....,poor system update location app properly survive lot valuable time add location app also delivary man ugly behave
why do you not provide in my area that's annoying 😭,1,2026-07-31 09:01:40 UTC,0,play_store,why do you not provide in my area that's annoying 😭,provide area thats annoy
Superb,5,2026-07-31 08:58:55 UTC,0,play_store,Superb,superb
luvvv this app..!!,5,2026-07-31 08:57:28 UTC,0,play_store,luvvv this app..!!,luvvv app
good very well,5,2026-07-31 08:56:52 UTC,0,play_store,good very well,good well
Too much surge charge and taxes,5,2026-07-31 08:55:57 UTC,0,play_store,Too much surge charge and taxes,much surge charge tax
I like it and the services given are superb,5,2026-07-31 08:55:45 UTC,0,play_store,I like it and the services given are superb,like service give superb
Try to increase the delivery distance. Not just in srinagar but other parts too for eg pampore,3,2026-07-31 08:52:19 UTC,0,play_store,Try to increase the delivery distance. Not just in srinagar but other parts too for eg pampore,try increase delivery distance srinagar part eg pampore
love blinkit as always delivers on time and never disaapoint. vast variety of products and excellent service.,5,2026-07-31 08:51:26 UTC,0,play_store,love blinkit as always delivers on time and never disaapoint. vast variety of products and excellent service.,love blinkit always delivers time never disaapoint vast variety product excellent service
very good app,5,2026-07-31 08:44:26 UTC,0,play_store,very good app,good app
I ordered first time through blinkit but the delivered without blikit bag... very dirty hand was of the delievery boy.,1,2026-07-31 08:43:41 UTC,0,play_store,I ordered first time through blinkit but the delivered without blikit bag... very dirty hand was of the delievery boy.,order first time blinkit deliver without blikit bag dirty hand delievery boy
"Thankyou so much, just please keep the app same forever 💓",5,2026-07-31 08:39:21 UTC,0,play_store,"Thankyou so much, just please keep the app same forever 💓",thankyou much please keep app forever
⭐⭐⭐⭐⭐Delivered on time and handled the order with care. Great service🌸,5,2026-07-31 08:38:40 UTC,0,play_store,⭐⭐⭐⭐⭐Delivered on time and handled the order with care. Great service🌸,delivered time handle order care great service
doesn't carry any sort of balance while given cash on delivery...eveytime I face this issue...why then don't carry a little Change??!! for example...my order was 458 and for that I have given 500 rupees..Still they want 458 change...how am I supposed to give this much change?! Ridiculous!! And How they expect that everyone will have cash online?,1,2026-07-31 08:37:38 UTC,0,play_store,doesn't carry any sort of balance while given cash on delivery...eveytime I face this issue...why then don't carry a little Change??!! for example...my order was 458 and for that I have given 500 rupees..Still they want 458 change...how am I supposed to give this much change?! Ridiculous!! And How they expect that everyone will have cash online?,doesnt carry sort balance give cash deliveryeveytime face issuewhy dont carry little change examplemy order 458 give 500 rupeesstill want 458 changehow suppose give much change ridiculous expect everyone cash online
acha hai,5,2026-07-31 08:37:15 UTC,0,play_store,acha hai,acha hai
Every time they charge high demand charges and handling charges upto 40-50 rs. I rarely use this.to deliver in 35 minutes.,1,2026-07-31 08:36:48 UTC,0,play_store,Every time they charge high demand charges and handling charges upto 40-50 rs. I rarely use this.to deliver in 35 minutes.,every time charge high demand charge handle charge upto 4050 r rarely use thisto deliver 35 minute
cash on delivery is not able under certain amount,3,2026-07-31 08:35:38 UTC,0,play_store,cash on delivery is not able under certain amount,cash delivery able certain amount
exellent,5,2026-07-31 08:33:39 UTC,0,play_store,exellent,exellent
It is a very fast delivery aap and I like the service by blinkit,5,2026-07-31 08:29:33 UTC,0,play_store,It is a very fast delivery aap and I like the service by blinkit,fast delivery aap like service blinkit
aalu anda,4,2026-07-31 08:28:11 UTC,0,play_store,aalu anda,aalu anda
bad delevery,1,2026-07-31 08:25:56 UTC,0,play_store,bad delevery,bad delevery
quick service sometimes products came damaged but refunded as well if noted,5,2026-07-31 08:24:07 UTC,0,play_store,quick service sometimes products came damaged but refunded as well if noted,quick service sometimes product come damage refund well noted
fix time no delay anytime service no 1 any some time u got offers,5,2026-07-31 08:23:45 UTC,0,play_store,fix time no delay anytime service no 1 any some time u got offers,fix time delay anytime service 1 time u get offer
legendary app,4,2026-07-31 08:22:45 UTC,0,play_store,legendary app,legendary app
amazing service,5,2026-07-31 08:19:39 UTC,1,play_store,amazing service,amazing service
Really easy to purchase,5,2026-07-31 08:14:57 UTC,0,play_store,Really easy to purchase,really easy purchase
not bad,1,2026-07-31 08:14:29 UTC,0,play_store,not bad,bad
excellent 👍,5,2026-07-31 08:12:52 UTC,0,play_store,excellent 👍,excellent
nice taking,5,2026-07-31 08:11:43 UTC,0,play_store,nice taking,nice take
nice service,5,2026-07-31 08:08:57 UTC,0,play_store,nice service,nice service
good to help people,5,2026-07-31 08:08:51 UTC,0,play_store,good to help people,good help people
Best service,5,2026-07-31 08:06:11 UTC,0,play_store,Best service,best service
I am happy..as I receive my order in few minutes ❤️. thank you Blinkit,5,2026-07-31 08:04:42 UTC,0,play_store,I am happy..as I receive my order in few minutes ❤️. thank you Blinkit,happyas receive order minute thank blinkit
I forgot to buy gift for my friend but then blinkit saved me. Thank you for your quick service.,4,2026-07-31 08:02:42 UTC,0,play_store,I forgot to buy gift for my friend but then blinkit saved me. Thank you for your quick service.,forgot buy gift friend blinkit save thank quick service
Very good app for quick delivery but when you try to cancel any order instead of returning money they give blinkit coins instead.,4,2026-07-31 07:56:54 UTC,0,play_store,Very good app for quick delivery but when you try to cancel any order instead of returning money they give blinkit coins instead.,good app quick delivery try cancel order instead return money give blinkit coin instead
very fast delivery and resembles price,5,2026-07-31 07:56:01 UTC,0,play_store,very fast delivery and resembles price,fast delivery resembles price
v.v good for Blinkit,5,2026-07-31 07:47:17 UTC,0,play_store,v.v good for Blinkit,vv good blinkit
very good sarvice,5,2026-07-31 07:42:55 UTC,0,play_store,very good sarvice,good sarvice
most useful app,5,2026-07-31 07:38:44 UTC,0,play_store,most useful app,useful app
by mistake i had entered the wrong adress they are not cancelling the order and making frustrating chats and message theese app ate not for oerson convenience they are a burden,1,2026-07-31 07:38:26 UTC,0,play_store,by mistake i had entered the wrong adress they are not cancelling the order and making frustrating chats and message theese app ate not for oerson convenience they are a burden,mistake enter wrong adress cancel order make frustrating chat message theese app ate oerson convenience burden
yes sure... it's very useful.,5,2026-07-31 07:36:31 UTC,0,play_store,yes sure... it's very useful.,yes sure useful
good delivery,5,2026-07-31 07:35:24 UTC,0,play_store,good delivery,good delivery
very fast and good service provider,5,2026-07-31 07:30:59 UTC,0,play_store,very fast and good service provider,fast good service provider
incredible,5,2026-07-31 07:29:04 UTC,0,play_store,incredible,incredible
This is a very good app and fast delivery,5,2026-07-31 07:25:42 UTC,0,play_store,This is a very good app and fast delivery,good app fast delivery
this app is very very good 👍,5,2026-07-31 07:25:06 UTC,0,play_store,this app is very very good 👍,app good
Not Delivering Products on Time Always late,2,2026-07-31 07:24:52 UTC,0,play_store,Not Delivering Products on Time Always late,deliver product time always late
super app immediate reached,5,2026-07-31 07:23:58 UTC,0,play_store,super app immediate reached,super app immediate reach
Thank you so much for opening blinkit I can order anything without hesitation and with reasonable prices... I thank the owner and the team .,5,2026-07-31 07:22:07 UTC,0,play_store,Thank you so much for opening blinkit I can order anything without hesitation and with reasonable prices... I thank the owner and the team .,thank much opening blinkit order anything without hesitation reasonable price thank owner team
the delivery person handed my items on 2nd floor instead of 4th floor,1,2026-07-31 07:18:34 UTC,0,play_store,the delivery person handed my items on 2nd floor instead of 4th floor,delivery person hand item 2nd floor instead 4th floor
slow service,1,2026-07-31 07:17:55 UTC,0,play_store,slow service,slow service
Brilliant Services,5,2026-07-31 07:15:56 UTC,0,play_store,Brilliant Services,brilliant service
accha hai,4,2026-07-31 07:15:40 UTC,0,play_store,accha hai,accha hai
thank you,5,2026-07-31 07:15:01 UTC,0,play_store,thank you,thank
often changing my location. didn't get my refund,1,2026-07-31 07:14:50 UTC,0,play_store,often changing my location. didn't get my refund,often change location didnt get refund
order time is very late,5,2026-07-31 07:14:47 UTC,1,play_store,order time is very late,order time late
"⭐️⭐️⭐️⭐️⭐️ Excellent App & Super Convenient! Blinkit is one of the most convenient apps for getting everyday essentials delivered quickly. The app is smooth, user-friendly, well-organized, and easy to navigate. Finding products, adding them to the cart, making payments, and tracking orders is all very simple. I really like the wide product selection, quick delivery, attractive offers, and hassle-free ordering experience.",5,2026-07-31 07:14:21 UTC,0,play_store,"⭐️⭐️⭐️⭐️⭐️ Excellent App & Super Convenient! Blinkit is one of the most convenient apps for getting everyday essentials delivered quickly. The app is smooth, user-friendly, well-organized, and easy to navigate. Finding products, adding them to the cart, making payments, and tracking orders is all very simple. I really like the wide product selection, quick delivery, attractive offers, and hassle-free ordering experience.",excellent app super convenient blinkit one convenient apps get everyday essential deliver quickly app smooth userfriendly wellorganized easy navigate finding product add cart make payment track order simple really like wide product selection quick delivery attractive offer hasslefree order experience
great experience,5,2026-07-31 07:11:44 UTC,0,play_store,great experience,great experience
very fast and,5,2026-07-31 07:11:34 UTC,0,play_store,very fast and,fast
awesome service,5,2026-07-31 07:09:18 UTC,0,play_store,awesome service,awesome service
bad service and delivery guy doesn't even come to the location and also the delivery guy number doesn't work to connect with them and the post paid order gets cancelled due to their own mistake and they charge ₹20 for the order cancellation. Meaning loss of money and time without getting the product.,1,2026-07-31 07:08:49 UTC,0,play_store,bad service and delivery guy doesn't even come to the location and also the delivery guy number doesn't work to connect with them and the post paid order gets cancelled due to their own mistake and they charge ₹20 for the order cancellation. Meaning loss of money and time without getting the product.,bad service delivery guy doesnt even come location also delivery guy number doesnt work connect post pay order get cancel due mistake charge order cancellation meaning loss money time without get product
very convenient for Ladies like me who are working and no time for market.,5,2026-07-31 07:08:08 UTC,0,play_store,very convenient for Ladies like me who are working and no time for market.,convenient lady like work time market
fast service and original same product thanks for blinkit app,5,2026-07-31 07:06:12 UTC,0,play_store,fast service and original same product thanks for blinkit app,fast service original product thanks blinkit app
made my life so easy,5,2026-07-31 07:01:51 UTC,0,play_store,made my life so easy,make life easy
scam app they don't resolve the issue when you recieve bad item use Instamart insted,1,2026-07-31 07:01:49 UTC,0,play_store,scam app they don't resolve the issue when you recieve bad item use Instamart insted,scam app dont resolve issue recieve bad item use instamart insted
cheap service in Ch Sambhaji Nagar always had address issues,1,2026-07-31 06:59:20 UTC,0,play_store,cheap service in Ch Sambhaji Nagar always had address issues,cheap service ch sambhaji nagar always address issue
very convenient service. God bless quick commerce,5,2026-07-31 06:55:25 UTC,0,play_store,very convenient service. God bless quick commerce,convenient service god bless quick commerce
too good,5,2026-07-31 06:54:38 UTC,0,play_store,too good,good
on time delivery,5,2026-07-31 06:54:09 UTC,0,play_store,on time delivery,time delivery
lot of love,5,2026-07-31 06:53:34 UTC,0,play_store,lot of love,lot love
Blinkit is a very good app but please give us the option of cash on delivery blinkit don't give cod option please blinkit ... overall blinkit is nice ..,5,2026-07-31 06:52:21 UTC,0,play_store,Blinkit is a very good app but please give us the option of cash on delivery blinkit don't give cod option please blinkit ... overall blinkit is nice ..,blinkit good app please give u option cash delivery blinkit dont give cod option please blinkit overall blinkit nice
